name,diet,lived_in,type,length,taxonomy,named_by,species,link,period name,period start (million years ago),period end (million years ago),Kingdom,Phylum,Class,Order,Suborder,Infraorder,Family
aardonyx,herbivorous,South Africa,sauropod,8.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria,Yates Bonnan Neveling Chinsamy and Blackbeard 2010 (2009),celestae,https://www.nhm.ac.uk/discover/dino-directory/aardonyx.html,Early Jurassic,199,189,Dinosauria,Saurischia,Sauropodomorpha,Prosauropoda,Anchisauria,,
abelisaurus,carnivorous,Argentina,large theropod,9.0m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae Abelisaurinae,Bonaparte and Novas (1985),comahuensis,https://www.nhm.ac.uk/discover/dino-directory/abelisaurus.html,Late Cretaceous,74,70,Dinosauria,Saurischia,Theropoda,Neotheropoda,Ceratosauria,Neoceratosauria,Abelisauridae
achelousaurus,herbivorous,USA,ceratopsian,6.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae,Sampson  (1995),horneri,https://www.nhm.ac.uk/discover/dino-directory/achelousaurus.html,Late Cretaceous,83,70,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
achillobator,carnivorous,Mongolia,large theropod,5.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Perle Norell and Clark (1999),giganteus,https://www.nhm.ac.uk/discover/dino-directory/achillobator.html,Late Cretaceous,99,84,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
acrocanthosaurus,carnivorous,USA,large theropod,12.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae,Stovall and Langston (1950),atokensis,https://www.nhm.ac.uk/discover/dino-directory/acrocanthosaurus.html,Early Cretaceous,115,105,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Carnosauria
aegyptosaurus,herbivorous,Egypt,sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Stromer (1932),baharijensis,https://www.nhm.ac.uk/discover/dino-directory/aegyptosaurus.html,Late Cretaceous,98,93,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
afrovenator,carnivorous,Niger,large theropod,9.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Eustreptospondylinae,Sereno Wilson Larsson Dutheil and Sues (1944),abakensis,https://www.nhm.ac.uk/discover/dino-directory/afrovenator.html,Early Cretaceous,132,121,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Spinosauroidea,Megalosauridae
agilisaurus,herbivorous,China,euornithopod,1.5m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Peng (1990),louderbacki,https://www.nhm.ac.uk/discover/dino-directory/agilisaurus.html,Late Jurassic,169,159,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,
alamosaurus,herbivorous,USA,sauropod,21.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Gilmore (1922),sanjuanensis,https://www.nhm.ac.uk/discover/dino-directory/alamosaurus.html,Late Cretaceous,70,65,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
albertaceratops,herbivorous,USA,ceratopsian,7.0m,Dinosauria Ornithischia,Ryan 2007,nesmoi,https://www.nhm.ac.uk/discover/dino-directory/albertaceratops.html,Late Cretaceous,80,75,Dinosauria,Ornithischia,,,,,
albertosaurus,carnivorous,Canada,large theropod,9.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Albertosaurinae,Lamb (1914),libratus,https://www.nhm.ac.uk/discover/dino-directory/albertosaurus.html,Late Cretaceous,76,74,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
alectrosaurus,carnivorous,Mongolia,large theropod,5.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea,Gilmore (1933),olseni,https://www.nhm.ac.uk/discover/dino-directory/alectrosaurus.html,Late Cretaceous,90,70,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
alioramus,carnivorous,Mongolia,large theropod,6.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea,Kurzanov (1976),remotus,https://www.nhm.ac.uk/discover/dino-directory/alioramus.html,Late Cretaceous,71,65,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
allosaurus,carnivorous,USA,large theropod,12.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Allosauridae,Marsh (1877),fragilis,https://www.nhm.ac.uk/discover/dino-directory/allosaurus.html,Late Jurassic,156,144,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Carnosauria
alvarezsaurus,carnivorous,Argentina,small theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Alvarezsauridae,Bonaparte (1991),calvoi,https://www.nhm.ac.uk/discover/dino-directory/alvarezsaurus.html,Late Cretaceous,89,85,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
amargasaurus,herbivorous,Argentina,sauropod,12.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Dicraeosauridae,Salgado and Bonaparte (1991),cazaui,https://www.nhm.ac.uk/discover/dino-directory/amargasaurus.html,Early Cretaceous,132,127,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Diplodocoidea
ammosaurus,herbivorous,USA,sauropod,5.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Anchisauridae,Marsh (1891),major,https://www.nhm.ac.uk/discover/dino-directory/ammosaurus.html,Early Jurassic,195,180,Dinosauria,Saurischia,Sauropodomorpha,Prosauropoda,Anchisauria,Anchisauridae,
ampelosaurus,herbivorous,France,sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Le Loeuff (1995),atacis,https://www.nhm.ac.uk/discover/dino-directory/ampelosaurus.html,Late Cretaceous,71,65,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
amygdalodon,herbivorous,Argentina,sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,Cabrera (1947),patagonicus,https://www.nhm.ac.uk/discover/dino-directory/amygdalodon.html,Mid Jurassic,177,169,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,,
anchiceratops,herbivorous,Canada,ceratopsian,6.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,Brown (1914),ornatus,https://www.nhm.ac.uk/discover/dino-directory/anchiceratops.html,Late Cretaceous,74,70,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
anchisaurus,herbivorous,USA,sauropod,2.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Anchisauridae,Marsh (1885),polyzelous,https://www.nhm.ac.uk/discover/dino-directory/anchisaurus.html,,,,Dinosauria,Saurischia,Sauropodomorpha,Prosauropoda,Anchisauria,Anchisauridae,
ankylosaurus,herbivorous,USA,armoured dinosaur,7.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,Brown (1908),magniventris,https://www.nhm.ac.uk/discover/dino-directory/ankylosaurus.html,Late Cretaceous,74,67,Dinosauria,Ornithischia,Genasauria,Thyreophora,Ankylosauromorpha,Ankylosauria,Ankylosauridae
anserimimus,carnivorous,Mongolia,large theropod,3.5m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae,Barsbold (1988),planinychus,https://www.nhm.ac.uk/discover/dino-directory/anserimimus.html,Late Cretaceous,84,65,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
antarctosaurus,herbivorous,Uruguay,sauropod,18.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,von Huene (1929),wichmannianus,https://www.nhm.ac.uk/discover/dino-directory/antarctosaurus.html,Late Cretaceous,84,65,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
apatosaurus,herbivorous,USA,sauropod,21.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Diplodocidae,Marsh (1877),ajax,https://www.nhm.ac.uk/discover/dino-directory/apatosaurus.html,Late Jurassic,154,145,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Diplodocoidea
aragosaurus,herbivorous,Spain,sauropod,18.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,Sanz Buscalioni Casanovas and Sanafé (1987),ischiadicus,https://www.nhm.ac.uk/discover/dino-directory/aragosaurus.html,Early Cretaceous,132,121,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,,
aralosaurus,herbivorous,Kazakhstan,euornithopod,8.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Rozhdestvensky (1968),tuberiferus,https://www.nhm.ac.uk/discover/dino-directory/aralosaurus.html,Late Cretaceous,94,84,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
archaeoceratops,herbivorous,China,ceratopsian,1.3m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,Dong and Azuma (1987),oshimai,https://www.nhm.ac.uk/discover/dino-directory/archaeoceratops.html,Early Cretaceous,121,99,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
archaeopteryx,carnivorous,Germany,small theropod,0.5m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Avialae Archaeopterygidae,Mayer (1861),lithographica,https://www.nhm.ac.uk/discover/dino-directory/archaeopteryx.html,,,,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
archaeornithomimus,carnivorous,Uzbekistan,small theropod,3.5m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae,Russell (1972),asiaticus,https://www.nhm.ac.uk/discover/dino-directory/archaeornithomimus.html,Late Cretaceous,95,70,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
argentinosaurus,herbivorous,Argentina,sauropod,35.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Bonaparte and Coria (1993),huinculensis,https://www.nhm.ac.uk/discover/dino-directory/argentinosaurus.html,,,,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
arrhinoceratops,herbivorous,Canada,ceratopsian,6.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,Parks (1925),brachyops,https://www.nhm.ac.uk/discover/dino-directory/arrhinoceratops.html,Late Cretaceous,72,67,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
atlascopcosaurus,herbivorous,Australia,euornithopod,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Rich and Rich (1989),loadsi,https://www.nhm.ac.uk/discover/dino-directory/atlascopcosaurus.html,Early Cretaceous,121,97,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,
aucasaurus,carnivorous,Argentina,large theropod,5.0m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauroidea Abelisauria,Coria Chiappe and Dingus (2002),garridoi,https://www.nhm.ac.uk/discover/dino-directory/aucasaurus.html,Late Cretaceous,84,71,Dinosauria,Saurischia,Theropoda,Neotheropoda,Ceratosauria,Neoceratosauria,Abelisauroidea
austrosaurus,herbivorous,Australia,sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Longman (1933),mckillopi,https://www.nhm.ac.uk/discover/dino-directory/austrosaurus.html,Early Cretaceous,112,99,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
avaceratops,herbivorous,USA,ceratopsian,2.3m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae,Dodson (1986),lammersi,https://www.nhm.ac.uk/discover/dino-directory/avaceratops.html,Late Cretaceous,80,75,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
avimimus,omnivorous,Mongolia,small theropod,1.5m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Avimimidae,Kurzanov (1981),portentosus,https://www.nhm.ac.uk/discover/dino-directory/avimimus.html,Late Cretaceous,80,75,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
bactrosaurus,herbivorous,China,euornithopod,6.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae,Gilmore (1933),johnsoni,https://www.nhm.ac.uk/discover/dino-directory/bactrosaurus.html,Late Cretaceous,84,71,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
bagaceratops,herbivorous,Mongolia,ceratopsian,1.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Bagaceratopsidae,Maryanska and Osmolska (1975),rozhdestvenskyi,https://www.nhm.ac.uk/discover/dino-directory/bagaceratops.html,Late Cretaceous,85,80,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
bambiraptor,carnivorous,USA,small theropod,1.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Burnham Derstler Currie Bakker Zhou and Ostrom (2000),feinbergorum,https://www.nhm.ac.uk/discover/dino-directory/bambiraptor.html,Late Cretaceous,84,71,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
barapasaurus,herbivorous,India,sauropod,14.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae,Jain Kutty Roy-Chowdhury and Chatterjee (1975),tagorei,https://www.nhm.ac.uk/discover/dino-directory/barapasaurus.html,Early Jurassic,185,170,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Cetiosauridae,
barosaurus,herbivorous,USA,sauropod,24.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Diplodocidae,Marsh (1890),lentus,https://www.nhm.ac.uk/discover/dino-directory/barosaurus.html,Late Jurassic,155,145,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Diplodocoidea
baryonyx,carnivorous,United Kingdom,large theropod,10.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Baryonychinae,Charig and Milner (1987),walkeri,https://www.nhm.ac.uk/discover/dino-directory/baryonyx.html,,,,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Spinosauroidea,Spinosauridae
becklespinax,carnivorous,United Kingdom,large theropod,5.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae,Paul (1988),altispinax,https://www.nhm.ac.uk/discover/dino-directory/becklespinax.html,Early Cretaceous,142,132,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,,
beipiaosaurus,omnivorous,China,small theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea,Xu Tang and Wang (1999),inexpectus,https://www.nhm.ac.uk/discover/dino-directory/beipiaosaurus.html,Early Cretaceous,127,121,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
bellusaurus,herbivorous,China,sauropod,5.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria,Dong and Azuma (1990),sui,https://www.nhm.ac.uk/discover/dino-directory/bellusaurus.html,Mid Jurassic,180,159,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
borogovia,carnivorous,Mongolia,small theropod,1.5m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Troodontidae,Osmólska (1987),gracilicrus,https://www.nhm.ac.uk/discover/dino-directory/borogovia.html,Late Cretaceous,84,65,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
brachiosaurus,herbivorous,USA,sauropod,30.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Brachiosauridae,Riggs (1903),altithorax,https://www.nhm.ac.uk/discover/dino-directory/brachiosaurus.html,Late Jurassic,155,140,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
brachylophosaurus,herbivorous,USA,euornithopod,7.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,C. M. Sternberg (1953),canadensis,https://www.nhm.ac.uk/discover/dino-directory/brachylophosaurus.html,Late Cretaceous,89,88,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
brachytrachelopan,herbivorous,Argentina,sauropod,10.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Dicraeosauridae,Rauhut Remes Fechner Cladera and Puerta (2005),mesai,https://www.nhm.ac.uk/discover/dino-directory/brachytrachelopan.html,,,,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Diplodocoidea
buitreraptor,carnivorous,Argentina,small theropod,1.3m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae Unenlagiinae,Makovicky Apesteguía &amp; Agnolin (2005),gonzalezorum,https://www.nhm.ac.uk/discover/dino-directory/buitreraptor.html,Late Cretaceous,99,90,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
camarasaurus,herbivorous,USA,sauropod,23.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Camarasauridae,Cope (1877),supremus,https://www.nhm.ac.uk/discover/dino-directory/camarasaurus.html,Late Jurassic,150,140,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
camptosaurus,herbivorous,USA,euornithopod,5.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia,Marsh (1885),dispar,https://www.nhm.ac.uk/discover/dino-directory/camptosaurus.html,Late Jurassic,155,145,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
carcharodontosaurus,carnivorous,North Africa,large theropod,15.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae,Stromer (1931),saharicus,https://www.nhm.ac.uk/discover/dino-directory/carcharodontosaurus.html,Late Cretaceous,98,94,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Carnosauria
carnotaurus,carnivorous,Argentina,large theropod,7.6m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae,Bonaparte (1985),sastrei,https://www.nhm.ac.uk/discover/dino-directory/carnotaurus.html,,,,Dinosauria,Saurischia,Theropoda,Neotheropoda,Ceratosauria,Neoceratosauria,Abelisauridae
caudipteryx,omnivorous,China,small theropod,1.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caudipterygidae,Ji Currie Norell and Ji. (1998),zoui,https://www.nhm.ac.uk/discover/dino-directory/caudipteryx.html,Early Cretaceous,125,122,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
cedarpelta,herbivorous,USA,armoured dinosaur,10.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,Carpenter Kirkland Burge and Bird (2001),bilbeyhallorum,https://www.nhm.ac.uk/discover/dino-directory/cedarpelta.html,Early Cretaceous,142,127,Dinosauria,Ornithischia,Genasauria,Thyreophora,Ankylosauromorpha,Ankylosauria,Ankylosauridae
centrosaurus,herbivorous,Canada,ceratopsian,6.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae,apertus,,https://www.nhm.ac.uk/discover/dino-directory/centrosaurus.html,Late Cretaceous,76,74,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
ceratosaurus,carnivorous,USA,large theropod,6.0m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria,Marsh (1884),nasicornis,https://www.nhm.ac.uk/discover/dino-directory/ceratosaurus.html,Late Jurassic,153,148,Dinosauria,Saurischia,Theropoda,Neotheropoda,Ceratosauria,Neoceratosauria,
cetiosauriscus,herbivorous,United Kingdom,sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea,von Huene (1927),stewarti,https://www.nhm.ac.uk/discover/dino-directory/cetiosauriscus.html,Mid Jurassic,175,160,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Diplodocoidea
cetiosaurus,herbivorous,United Kingdom,sauropod,18.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae,Phillips (1871),oxoniensis,https://www.nhm.ac.uk/discover/dino-directory/cetiosaurus.html,Mid Jurassic,170,160,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Cetiosauridae,
chaoyangsaurus,herbivorous,China,ceratopsian,1.1m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,Zhao Cheng and Xu (1999),youngi,https://www.nhm.ac.uk/discover/dino-directory/chaoyangsaurus.html,Late Jurassic,152,145,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
chasmosaurus,herbivorous,Canada,ceratopsian,5.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,belli,,https://www.nhm.ac.uk/discover/dino-directory/chasmosaurus.html,Late Cretaceous,76,74,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
chindesaurus,carnivorous,USA,small theropod,4.0m,Dinosauria Saurischia Theropoda Herrerasauridae,Long and Murry (1995),bryansmalli,https://www.nhm.ac.uk/discover/dino-directory/chindesaurus.html,Late Triassic,227,210,Dinosauria,Saurischia,Theropoda,Herrerasauridae,,,
chinshakiangosaurus,herbivorous,China,sauropod,11.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda,Yeh (1975),zhongheensis,https://www.nhm.ac.uk/discover/dino-directory/chinshakiangosaurus.html,Late Jurassic,159,142,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,,,
chirostenotes,omnivorous,Canada,small theropod,1.7m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Caenagnathidae,Gilmore (1924),pergracilis,https://www.nhm.ac.uk/discover/dino-directory/chirostenotes.html,Late Jurassic,79,67,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
chubutisaurus,herbivorous,Argentina,sauropod,23.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Corro (1974),insignis,https://www.nhm.ac.uk/discover/dino-directory/chubutisaurus.html,Early Cretaceous,112,99,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
chungkingosaurus,herbivorous,China,armoured dinosaur,4.0m,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae,Dong Zhou and Zhang (1983),jiangbeiensis,https://www.nhm.ac.uk/discover/dino-directory/chungkingosaurus.html,Late Jurassic,159,142,Dinosauria,Ornithischia,Genasauria,Thyreophora,Stegosauria,Stegosauridae,Stegosaurinae
citipati,omnivorous,Mongolia,small theropod,2.1m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Oviraptorinae,Clark Norell and Barsbold (2001),osmolskae,https://www.nhm.ac.uk/discover/dino-directory/citipati.html,Late Cretaceous,81,75,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
